StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q5,Q6,Q7,Q8,Q9,Q12_1,Q12_7,Q12_3,Q12_4,Q12_5,Q12_6,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,pid,condition,night_number,rem_minutes,rem_episode_count,arousal_threshold,arousal_reached_count,induction_highest_volume,wake_time,rem_motion_avg,app_version,train_cap_reached_count,total_trains_delivered,first_train_start_time,last_train_start_time,device_time_start,motion_80pct_cutoff_first_4h
2026-06-28 06:21:05,2026-06-28 06:25:12,Adresse IP,69.27.69.213,100,246,Vrai,2026-06-28 06:25:12,R_5C1jlbOhdaFqad4,,,,,36.9009,-82.0801,anonymous,EN,"Srx  party ",Yes,Heard sound,Yes,Didnt encorporate,Heard sound realized lucid,Weird sound c like rusting on phone woke mecup,3,3,2,4,3,3,2,4,4,3,3,139662433656,6,2,3,1,0.4,0,,2026-06-28T12:21:03.600Z,5.942307551200581,luci2026,0,1,2026-06-28T12:20:09.068Z,2026-06-28T12:20:09.068Z,2026-06-28T08:18:08.054Z,0.20297463583093414
2026-06-28 06:25:59,2026-06-28 06:28:36,Adresse IP,73.249.249.55,100,157,Vrai,2026-06-28 06:28:37,R_1hQJ04YDQhCes7o,,,,,42.3737,-71.1284,anonymous,EN,I woke for a bit during the night and read and was able to fall back to sleep. I don't remember dreams today.,No,,No,,,,0,0,0,0,0,0,4,3,2,2,3,909232733626,0,1,68,13,,0,,2026-06-28T12:20:41.305Z,0.3923863291866479,luci2026,0,0,,,2026-06-28T03:14:46.204Z,0.43380234496632825
2026-06-28 06:42:48,2026-06-28 06:44:48,Adresse IP,47.143.194.153,100,120,Vrai,2026-06-28 06:44:49,R_31WT0MONmlessVl,,,,,37.815,-121.2108,anonymous,EN,Didn't dream last night,No,,No,,,No,0,0,0,0,0,0,0,0,0,0,0,449582833316,3,3,13,4,0.1,1,0.1,2026-06-28T12:42:45.325Z,2.667643476308736,luci2026,0,2,2026-06-28T12:28:29.652Z,2026-06-28T12:36:01.658Z,2026-06-28T05:59:37.617Z,2.716505692969616
2026-06-28 07:34:55,2026-06-28 07:39:49,Adresse IP,104.255.98.56,100,293,Vrai,2026-06-28 07:39:50,R_7wpHetMAyFNHijc,,,,,26.1832,-98.1831,anonymous,EN,"I remember dreaming but not sure what it was ",No,,No,,,No,1,2,1,1,1,1,4,1,1,1,1,599392853296,0,1,0,0,,0,,2026-06-28T13:34:53.689Z,,luci2026,0,0,,,2026-06-28T05:52:22.375Z,5.553124509055478
2026-06-28 08:11:34,2026-06-28 08:13:40,Adresse IP,107.15.174.92,100,125,Vrai,2026-06-28 08:13:40,R_58IuxlkrRnrBbNv,,,,,35.0597,-79.0058,anonymous,EN,"Nothing ",No,,No,,,No,0,0,0,0,0,0,1,1,1,2,1,299542783686,1,2,8,1,,1,0,2026-06-28T14:11:31.327Z,2.1593185654675704,luci2026,0,1,2026-06-28T13:42:15.443Z,2026-06-28T13:42:15.443Z,2026-06-28T08:55:00.422Z,0.735814624492851
2026-06-28 08:30:13,2026-06-28 08:31:53,Adresse IP,192.54.222.139,100,100,Vrai,2026-06-28 08:31:54,R_6O1wonT6RGQDFqu,,,,,42.3649,-71.0987,anonymous,EN,Very little maybe one/two image from a dream,No,,No,,,No,0,0,0,0,0,0,2,1,2,1,1,839812403536,0,1,99,53,0.2,0,,2026-06-28T14:30:10.163Z,1.527753176618979,luci2026,0,0,,,2026-06-28T06:48:15.378Z,1.4006215549924987
2026-06-28 09:33:23,2026-06-28 09:35:44,Adresse IP,18.29.122.123,100,141,Vrai,2026-06-28 09:35:44,R_5x84u1Wv6vaMr3H,,,,,42.3649,-71.0987,anonymous,EN,"I remember my thoughts and the story of the dream, but no sensations or feelings.",No,,No,,,No,1,1,1,1,1,1,3,1,2,2,3,719602313796,0,1,20,18,0.1,0,,2026-06-28T15:33:19.628Z,1.5878010419220365,luci2026,0,0,,,2026-06-28T09:14:33.361Z,1.5491696552475052
2026-06-28 08:53:19,2026-06-28 10:03:11,Adresse IP,99.244.216.96,100,4192,Vrai,2026-06-28 10:03:11,R_36o2GYhackKLoTG,,,,,43.5903,-79.7598,anonymous,EN,"Nothing ",No,,No,,,No,0,0,0,0,0,0,0,0,0,0,0,649352693886,0,1,92,7,0.07,0,,2026-06-28T14:53:14.169Z,0.48669655029820286,luci2026,0,0,,,2026-06-28T06:43:41.270Z,0.545636034116103
2026-06-29 01:22:26,2026-06-29 01:31:24,Adresse IP,163.252.81.133,100,538,Vrai,2026-06-29 01:31:24,R_7wZjsf9UMi0aQOR,,,,,44.3876,-68.2039,anonymous,EN,"I went to sleep rather quickly and don't recall my dreams from last night. I was exhausted, physically and mentally. ",No,,No,,,"I've woken earlier than normal. Just feeling tired. ",3,3,3,3,3,3,2,1,3,3,3,999252563296,0,1,0,0,,0,,2026-06-29T07:22:23.844Z,,luci2026,0,0,,,2026-06-29T03:21:46.490Z,0.23347943061225293
2026-06-29 02:57:19,2026-06-29 02:58:38,Adresse IP,18.29.115.215,100,79,Vrai,2026-06-29 02:58:38,R_12eWcT85IMnc6ne,,,,,42.3649,-71.0987,anonymous,EN,I had a nightmare so I was scared and couldn’t sleep well after,No,,No,,,No,0,0,0,0,0,0,4,5,3,3,4,839812403536,4,2,0,0,0.2,0,,2026-06-29T08:57:16.777Z,,luci2026,0,0,,,2026-06-29T02:38:49.400Z,1.285695979667031
2026-06-29 03:46:55,2026-06-29 04:02:20,Adresse IP,98.11.236.85,100,924,Vrai,2026-06-29 04:02:20,R_5CTen0IdZacfoJO,,,,,42.5959,-73.6849,anonymous,EN,Curious why I was hovering around a football locker room.,Yes,"Wasn't participating, just floating around.",No,,"Spontaneous ","This is absurd. Have no interest in football. ",5,5,5,5,4,5,1,1,1,1,1,379172703886,6,4,0,0,0.8,0,,2026-06-29T09:46:52.886Z,,luci2026,0,0,,,2026-06-29T01:23:06.656Z,0.06207363761165086
2026-06-29 04:02:19,2026-06-29 04:05:42,Adresse IP,107.122.93.144,100,202,Vrai,2026-06-29 04:05:42,R_5q89Rhozy3L5KGd,,,,,41.8483,-87.6517,anonymous,EN,Don't recall dream,No,,No,,,No,1,1,1,1,1,1,3,3,2,2,3,989992943266,6,5,0,0,0.06,0,,2026-06-29T10:02:15.881Z,,luci2026,0,0,,,2026-06-29T03:56:16.922Z,0.6973781682357291
2026-06-29 04:13:32,2026-06-29 04:16:26,Adresse IP,38.50.202.214,100,173,Vrai,2026-06-29 04:16:26,R_5ImUPO9w4ssWVks,,,,,35.0763,-101.8349,anonymous,EN,Nothing,No,,No,,,No,0,0,0,0,0,0,0,0,0,0,0,849612183766,0,1,18,5,,0,,2026-06-29T10:13:25.521Z,0.15788305728216373,luci2026,0,0,,,2026-06-29T05:07:26.896Z,0.13992830327284345
2026-06-29 04:15:34,2026-06-29 04:17:29,Adresse IP,107.15.174.92,100,114,Vrai,2026-06-29 04:17:29,R_1iU1prb5BhZOwTa,,,,,35.0597,-79.0058,anonymous,EN,"Nothing ",No,,No,,,No,0,0,0,0,0,0,2,3,2,2,2,299542783686,5,3,12,3,0.01,1,0.01,2026-06-29T10:15:31.791Z,0.4908554104074359,luci2026,0,2,2026-06-29T09:45:54.290Z,2026-06-29T09:59:43.299Z,2026-06-29T04:18:25.283Z,0.11196795296257851
2026-06-29 05:08:56,2026-06-29 05:20:17,Adresse IP,68.189.171.194,100,680,Vrai,2026-06-29 05:20:17,R_1xluWpcbw4vlDDX,,,,,35.4351,-83.3602,anonymous,EN,Thoughts,Yes,Part way through.  Realized it wasn't anything that would happen,Yes,"A sound ",Something else,"Confusion ",4,4,4,4,2,4,4,4,1,2,1,579562183996,6,7,289,15,0.09,0,0,2026-06-29T11:08:53.539Z,1.386538503075788,luci2026,1,5,2026-06-29T04:57:07.145Z,2026-06-29T05:57:50.146Z,2026-06-29T00:45:44.141Z,1.144603026150226
2026-06-29 05:18:43,2026-06-29 05:21:23,Adresse IP,107.122.70.61,100,160,Vrai,2026-06-29 05:21:23,R_3k9ykUBZdYiw8kV,,,,,26.2685,-80.2717,anonymous,EN,"I don't remember anything ",No,,No,,,,1,1,1,1,1,1,1,1,1,1,1,229582903536,0,1,0,0,,0,,2026-06-29T11:18:35.865Z,,luci2026,0,0,,,2026-06-29T07:20:00.489Z,1.5499631000359457
2026-06-29 05:35:44,2026-06-29 05:43:41,Adresse IP,69.27.69.213,100,477,Vrai,2026-06-29 05:43:41,R_3fJt3LNaohpKhho,,,,,36.9009,-82.0801,anonymous,EN,Beep kept me u fields buying a Hampton.  Medsy place thing to climes up make up purchase,Yes,I just did,Yes,"Woke mevup.  Couldnt incorporated in dream ","Spontaneous 
",Felt body buzzing during beeps.  I counted the berps,4,4,3,4,4,3,3,4,3,3,3,139662433656,1,3,125,34,0.4,2,1,2026-06-29T11:35:41.095Z,0.2194080569985181,luci2026,1,5,2026-06-29T07:11:04.089Z,2026-06-29T08:02:40.084Z,2026-06-29T03:09:03.069Z,0.20898798502780092
2026-06-29 05:53:27,2026-06-29 05:59:07,Adresse IP,172.58.148.72,100,339,Vrai,2026-06-29 05:59:07,R_3cSt11xc7xAnyg1,,,,,36.2195,-86.774,anonymous,EN,"I woke up a lot throughout the night. No dreams. ",No,,Yes,"Lesso in a dream and moreso as I tossed and turned, I heard a bell. ",,no,0,0,0,0,0,0,4,4,3,4,4,389132113316,0,1,27,1,0.08,0,,2026-06-29T11:53:24.952Z,0.0910100494848507,luci2026,0,0,,,2026-06-29T06:15:19.126Z,0.09101004948483973
2026-06-29 05:34:54,2026-06-29 06:02:45,Adresse IP,172.58.131.183,100,1671,Vrai,2026-06-29 06:02:46,R_11ddXBJRnkd61rg,,,,,25.8119,-80.2318,anonymous,EN,I remember most things.,Yes,"I realize when I'm entering the dream, because it feels like I'm actually there.",Yes,"A sensation of flight, of falling into the void: being in the water without drowning, being outside the globe, and visualizing it.",spontaneous,"When I have lucid dreams, I always remember them; when they are ordinary, everyday dreams, I sometimes remember them only vaguely.",3,3,3,3,2,3,1,1,1,1,1,839412743156,0,1,0,0,,0,,2026-06-29T11:34:51.749Z,,luci2026,0,0,,,2026-06-29T08:06:26.734Z,2.0329575560726156
2026-06-29 06:24:21,2026-06-29 06:29:37,Adresse IP,172.225.43.142,100,315,Vrai,2026-06-29 06:29:37,R_6LvCcUpcCV9i1zn,,,,,51.05,-114.0879,anonymous,EN,I dreamt about a game I play dead by daylight. I think I was streaming it in the dream.,No,,No,,,"Yes, but in the dream it wasn’t awake reminders, it was like….reminders of things lrelated to the game? Like power ups and stuff I could trigger lol",1,1,1,5,1,2,1,5,1,1,0,649512743796,0,1,0,0,,0,,2026-06-29T12:24:19.245Z,,luci2026,0,0,,,2026-06-29T10:10:20.935Z,1.4189939840701187
2026-06-29 06:33:43,2026-06-29 06:34:43,Adresse IP,47.143.194.153,100,59,Vrai,2026-06-29 06:34:43,R_5utXRCU5VpnRrYR,,,,,37.815,-121.2108,anonymous,EN,Didn't dream last night,No,,No,,,No,0,0,0,0,0,0,0,0,0,0,0,449582833316,6,4,0,0,0.1,0,,2026-06-29T12:33:42.258Z,,luci2026,0,0,,,2026-06-29T05:32:41.973Z,0.4676610443913696
2026-06-30 00:17:30,2026-06-30 00:23:45,Adresse IP,174.171.139.198,100,374,Vrai,2026-06-30 00:23:46,R_7zy8sEpU3AW9V0l,,,,,29.8235,-95.185,anonymous,EN,"I was walking through a grain elevator with my wife and cat and my cat fell in a bin to her death.  It was so traumatic, but the cat was female, wrong color, and name of my male cat.  I knew it was a dream but it still upset me because I heard her hit the bottom ",Yes,The cat was wrong,No,,"The realization it was the wrong cat, and the grain elevator wasnt right",Not really,3,2,3,3,2,3,4,2,3,2,3,659872203176,0,1,0,0,,0,,2026-06-30T06:17:28.703Z,,luci2026,0,0,,,2026-06-30T02:49:56.478Z,2.4560023424861956
2026-06-30 02:03:11,2026-06-30 02:15:35,Adresse IP,163.252.81.133,100,744,Vrai,2026-06-30 02:15:35,R_7cu2mYNKGNsEj4A,,,,,44.3876,-68.2039,anonymous,EN,"The room temperature was warm, and I woke early with a headache. But I fell asleep rather quickly. I remember dreaming was like an extension of my day. ",No,,No,,,"No, I have been under a great deal of stress at work and we're getting ready to list or house. Unfortunately,  I didn't dream a much last night. ",2,3,3,3,3,3,2,1,2,1,3,999252563296,3,2,18,3,,0,1,2026-06-30T08:03:08.385Z,0.10881170513879096,luci2026,1,5,2026-06-30T07:06:42.741Z,2026-06-30T07:27:07.734Z,2026-06-30T03:04:41.569Z,0.10860503008653187
2026-06-30 03:00:53,2026-06-30 03:05:16,Adresse IP,68.189.171.194,100,262,Vrai,2026-06-30 03:05:16,R_3RlnXxb40sOzgOh,,,,,35.4351,-83.3602,anonymous,EN,People,Yes,"It was a repeat of the evening ",Yes,"Echo ",Cue,No,3,3,4,2,2,4,4,5,3,1,2,579562183996,1,8,4,1,0.09,0,0,2026-06-30T09:00:51.573Z,1.2928555513618096,luci2026,0,1,2026-06-30T08:28:29.279Z,2026-06-30T08:28:29.279Z,2026-06-30T04:26:28.273Z,0.1373071837256814
2026-06-30 03:34:59,2026-06-30 03:51:54,Adresse IP,76.34.90.235,100,1014,Vrai,2026-06-30 03:51:54,R_5ohWwMU84nJt35v,,,,,39.9648,-83.126,anonymous,EN,Nothing,No,,No,,,No,0,0,0,0,0,0,4,0,4,3,4,929272753896,4,2,22,18,0.1,2,0.1,2026-06-30T09:34:58.192Z,2.878778131151615,luci2026,0,4,2026-06-30T06:58:55.085Z,2026-06-30T07:36:05.074Z,2026-06-30T02:37:56.056Z,2.8843789489705416
2026-06-30 03:55:13,2026-06-30 03:59:04,Adresse IP,98.11.236.85,100,230,Vrai,2026-06-30 03:59:04,R_3PUJzpufzrBgUky,,,,,42.5959,-73.6849,anonymous,EN,"Don't remember ",No,,No,,,No,3,3,3,3,3,3,0,0,0,0,0,379172703886,3,5,107,39,0.45,3,0.85,2026-06-30T09:55:11.099Z,2.6176025724288863,luci2026,1,5,2026-06-30T06:12:24.005Z,2026-06-30T08:10:34.012Z,2026-06-30T01:28:33.990Z,2.6825414194175337
2026-06-30 04:15:13,2026-06-30 04:17:44,Adresse IP,107.15.174.92,100,151,Vrai,2026-06-30 04:17:45,R_6xxkoFziQaUSXUa,,,,,35.0597,-79.0058,anonymous,EN,"Nothing ",No,,No,,,No,0,0,0,0,0,0,3,4,3,2,2,299542783686,7,4,0,0,0.01,0,,2026-06-30T10:15:10.675Z,,luci2026,0,0,,,2026-06-30T05:54:58.213Z,0.05530955312451944
2026-06-30 04:30:45,2026-06-30 04:56:18,Adresse IP,23.87.146.78,100,1533,Vrai,2026-06-30 04:56:19,R_3XmMyYt4ttBk7CQ,,,,,42.9253,-89.2125,anonymous,EN,"Nothing ",No,,No,,,No,0,0,0,0,0,0,3,3,3,3,2,609382353906,4,2,31,4,0.55,2,1,2026-06-30T10:30:41.470Z,0.41766609047784375,luci2026,1,5,2026-06-30T07:24:28.618Z,2026-06-30T10:10:18.670Z,2026-06-30T03:11:16.573Z,0.7650455819802524
2026-06-30 05:08:13,2026-06-30 05:09:12,Adresse IP,174.168.99.0,100,59,Vrai,2026-06-30 05:09:13,R_1OfzGdaQ49sSnzD,,,,,42.5334,-70.9653,anonymous,EN,No,No,,No,,,,0,0,0,0,0,0,0,0,3,2,4,929882413656,0,1,0,0,0.2,0,,2026-06-30T11:08:11.390Z,,luci2026,0,0,,,2026-06-30T06:12:40.465Z,0.19974584534557888
2026-06-30 05:02:01,2026-06-30 05:11:22,Adresse IP,73.4.58.18,100,561,Vrai,2026-06-30 05:11:23,R_1rx0Gr1UXyxXbvk,,,,,42.3649,-71.0987,anonymous,EN,I had a dream that I stayed at a friend's house. I picked my nose and what came out was like a giant piece of artwork. Very intricate with spaceships and other designs. I felt a bit embarrassed but also proud about it. I remember the feeling of pulling it from my nose been thinking about how it showed all of my sinuses. I also remember going to a zoo near a beach. I remember helping some kids build some things at the zoo. They were there as part of some class. I also remember going to a live music bar.,No,,No,,,I woke up to pee and heard some cues. I didn't hear that when I was dreaming,1,1,1,1,1,1,3,2,3,3,4,909232733626,3,2,5,1,,0,0.65,2026-06-30T11:01:58.040Z,0.008612990896963883,luci2026,0,1,2026-06-30T08:06:50.084Z,2026-06-30T08:06:50.084Z,2026-06-30T03:57:52.059Z,0.007959396125727014
2026-06-30 05:20:19,2026-06-30 05:21:22,Adresse IP,18.29.109.43,100,63,Vrai,2026-06-30 05:21:23,R_1YbsBkoSvANrBu0,,,,,42.3649,-71.0987,anonymous,EN,"Nothing ",No,,No,,,No,0,0,0,0,0,0,0,0,0,0,0,839812403536,6,3,137,25,0.05,1,1,2026-06-30T11:20:14.249Z,1.3667895250984046,luci2026,1,5,2026-06-30T07:35:50.923Z,2026-06-30T07:57:41.632Z,2026-06-30T02:48:08.425Z,1.23573674191213
2026-06-30 06:07:31,2026-06-30 06:11:51,Adresse IP,69.27.69.213,100,259,Vrai,2026-06-30 06:11:52,R_7iHo9iW635HjpF7,,,,,36.9009,-82.0801,anonymous,EN,"Words visit from his friend who played with my daughter present rv another friend ",Yes,Just did,Yes,Woke me up,Just w as,Body buzzing after beeps,4,4,4,4,3,4,2,2,2,2,2,139662433656,2,4,91,22,0.4,0,0,2026-06-30T12:07:27.279Z,0.24962931166941515,luci2026,1,5,2026-06-30T07:57:54.237Z,2026-06-30T09:14:39.242Z,2026-06-30T02:20:40.221Z,0.2029076967508777
2026-06-30 06:56:04,2026-06-30 06:59:35,Adresse IP,47.143.194.153,100,211,Vrai,2026-06-30 06:59:36,R_11zyEACFjF4g9uh,,,,,37.815,-121.2108,anonymous,EN,"In part of my dream I remember winning a race and the second paved girl got mad and slapped my leg, I'm sure I couldn't have but I felt it. ",No,,No,,,No,3,3,3,5,1,1,0,0,0,0,0,449582833316,1,5,0,0,0.1,0,,2026-06-30T12:56:00.564Z,,luci2026,0,0,,,2026-06-30T06:52:17.071Z,0.7267074064895359
2026-07-01 01:30:17,2026-07-01 01:53:00,Adresse IP,174.171.139.198,100,1362,Vrai,2026-07-01 01:53:00,R_5Ra3Kk6J0v3TQqZ,,,,,29.8235,-95.185,anonymous,EN,"It was more sensations and feelings I dont remember any subject matter. ",Yes,The feeling of de ja vu.,No,,"I think it was spontaneous or the feeling of it being a memory, where i could make different choices...but i felt the need just to let things play out ",Just watch and dont interact,3,4,4,3,3,4,1,1,3,3,2,659872203176,0,1,0,0,,0,,2026-07-01T07:30:16.281Z,,luci2026,0,0,,,2026-07-01T02:06:15.293Z,0.1410130372181531
2026-07-01 02:50:13,2026-07-01 03:03:59,Adresse IP,163.252.81.133,100,826,Vrai,2026-07-01 03:03:59,R_61WLkXc9NWWldUc,,,,,44.3876,-68.2039,anonymous,EN,I heard radio chatter in my ears/head prior to recognizing I was lucid.,Yes,"When I heard the faint sound of voices, i bolted upright, or so I thought.  It was at that point i realized I was dreaming. ",Yes,"I heard my own voice saying I was dreaming. ","I believe it was a cue. I realized I was dreaming,  after I heard the chatter.","No,  but I feel like in my dream, I was excited to realize I was lucid. Even telling myself to remember what happened and how. ",4,4,4,4,3,4,2,3,2,2,2,999252563296,4,3,65,2,0.04,4,0.35,2026-07-01T08:50:10.629Z,0.36754351568767973,luci2026,1,5,2026-07-01T07:34:51.305Z,2026-07-01T08:17:16.308Z,2026-07-01T03:32:50.279Z,0.4191564586036945
2026-07-01 03:59:54,2026-07-01 04:04:50,Adresse IP,69.27.69.213,100,295,Vrai,2026-07-01 04:04:50,R_1BajCLOZFr5F4i0,,,,,36.9009,-82.0801,anonymous,EN,Pizza oven hot cast iron revenge woods,Yes,Just knew,Yes,Buzzing,"Spontaneous ",Annoyed buzzing woke me up,4,4,4,4,2,4,2,3,1,1,1,139662433656,7,5,14,4,0.35,1,0.35,2026-07-01T09:59:52.252Z,0.6122144764227689,luci2026,0,3,2026-07-01T08:22:23.456Z,2026-07-01T09:53:45.449Z,2026-07-01T02:29:08.424Z,0.2965009038322627
2026-07-01 04:15:42,2026-07-01 04:17:36,Adresse IP,107.15.174.92,100,114,Vrai,2026-07-01 04:17:36,R_3nZLEYpn1i8TBJH,,,,,35.0597,-79.0058,anonymous,EN,"Nothing ",No,,No,,,No,0,0,0,0,0,0,3,2,3,2,3,299542783686,3,5,0,0,0.01,0,,2026-07-01T10:15:37.106Z,,luci2026,0,0,,,2026-07-01T05:30:54.913Z,0.16349426235281408
2026-07-01 04:30:20,2026-07-01 04:31:10,Adresse IP,18.29.54.88,100,49,Vrai,2026-07-01 04:31:10,R_1CBgqIRePH66Xxg,,,,,42.3649,-71.0987,anonymous,EN,"Nothing ",No,,No,,,"No ",0,0,0,0,0,0,2,1,3,2,3,839812403536,1,4,112,18,,4,0.75,2026-07-01T10:30:18.037Z,1.2605065594560696,luci2026,1,5,2026-07-01T06:55:47.761Z,2026-07-01T07:33:02.478Z,2026-07-01T02:52:54.737Z,1.221027814754652
2026-07-01 03:46:59,2026-07-01 04:38:02,Adresse IP,98.11.236.85,100,3062,Vrai,2026-07-01 04:38:02,R_5fIfPfY5W0JED6Q,,,,,42.5959,-73.6849,anonymous,EN,"Being in car with wife, bunch of clothes and some other people ",Yes,Looking for specific shirt in back seat too absurd.,No,,"Spontaneous ",No,5,5,5,5,2,5,0,3,0,0,0,379172703886,7,6,84,10,0.45,0,0,2026-07-01T09:46:56.493Z,0.09148672112480787,luci2026,1,5,2026-07-01T05:37:49.287Z,2026-07-01T06:13:39.285Z,2026-07-01T01:35:05.276Z,0.007449311531217783
2026-07-01 05:16:24,2026-07-01 05:17:45,Adresse IP,107.122.93.144,100,80,Vrai,2026-07-01 05:17:45,R_3nTQBgq8hNV5reV,,,,,41.8483,-87.6517,anonymous,EN,"Cats ",No,,No,,,No,1,1,1,1,1,1,4,5,3,3,1,989992943266,4,7,0,0,0.05,0,,2026-07-01T11:16:20.538Z,,luci2026,0,0,,,2026-07-01T03:53:22.871Z,0.11999607159866943
2026-07-01 05:08:28,2026-07-01 05:28:01,Adresse IP,73.143.151.189,100,1172,Vrai,2026-07-01 05:28:01,R_3JXjGDBiTOEonae,,,,,42.5181,-70.899,anonymous,EN,i remember feeling that i wasn’t sleeping very deeply. i remember having more awareness of my thoughts and the sensations in the transition to sleeping like a visual or energetic circulation or stirring,No,,No,,,"just that it felt lighter than normal because i had more awareness of my thoughts and thinking ",0,0,0,0,0,0,5,5,5,5,5,189762763386,0,1,59,9,,0,,2026-07-01T11:08:24.884Z,1.7627378397874618,luci2026,0,0,,,2026-07-01T02:24:42.499Z,1.6857194984177728
2026-07-01 05:30:26,2026-07-01 05:35:27,Adresse IP,68.189.171.194,100,301,Vrai,2026-07-01 05:35:28,R_6uqThQTTcvZDqZH,,,,,35.4351,-83.3602,anonymous,EN,Heavy  solid sleep,No,,No,,,"Difficulty sleeping ",3,3,2,3,2,2,3,4,4,4,4,579562183996,3,9,1,1,0.09,0,,2026-07-01T11:30:24.566Z,0.6586211938201656,luci2026,0,0,,,2026-07-01T03:52:35.809Z,0.11053599681292295
2026-07-01 05:43:19,2026-07-01 05:44:59,Adresse IP,185.238.231.204,100,99,Vrai,2026-07-01 05:44:59,R_1KAtUgmwZlmbN2u,,,,,39.7391,-104.9866,anonymous,EN,No,No,,No,,,No,0,0,0,0,0,0,0,0,0,0,0,899352433976,7,3,6,1,0.09,1,0.09,2026-07-01T11:43:16.825Z,0.9363148649340942,luci2026,0,1,2026-07-01T06:41:58.795Z,2026-07-01T06:41:58.795Z,2026-07-01T02:39:57.781Z,1.576166973630035
2026-07-01 07:23:23,2026-07-01 07:25:07,Adresse IP,47.143.194.153,100,103,Vrai,2026-07-01 07:25:07,R_3fkqStYZruTwf3M,,,,,37.815,-121.2108,anonymous,EN,I had multiple dreams again last night,No,,No,,,No,4,4,3,4,0,2,0,0,0,0,0,449582833316,5,6,33,84,,1,1,2026-07-01T13:23:21.365Z,2.82918324668029,luci2026,1,5,2026-07-01T11:11:50.976Z,2026-07-01T13:02:10.097Z,2026-07-01T05:43:57.946Z,2.821948124533756
2026-07-02 04:15:35,2026-07-02 04:17:18,Adresse IP,107.15.174.92,100,103,Vrai,2026-07-02 04:17:18,R_5B3PD1HYxc2JgfT,,,,,35.0597,-79.0058,anonymous,EN,"Nothing ",No,,No,,,No,0,0,0,0,0,0,4,1,5,5,4,299542783686,4,6,0,0,0.01,0,,2026-07-02T10:15:32.509Z,,luci2026,0,0,,,2026-07-02T06:54:56.471Z,0.1661726398085858
2026-07-02 04:13:33,2026-07-02 04:19:55,Adresse IP,172.226.201.65,100,382,Vrai,2026-07-02 04:19:56,R_5DGdohuqwlXJtUE,,,,,42.3602,-71.0594,anonymous,EN,"I’m starting to forget but sequence of events and feelings ",Yes,"All the time, for some reason I never thought it was real ",No,,"It was spontaneous ",No,5,5,4,5,0,5,0,5,3,0,4,109422813536,1,2,47,114,1,1,1,2026-07-02T10:13:30.273Z,1.4416189041126182,luci2026,1,5,2026-07-02T06:42:12.378Z,2026-07-02T08:18:13.497Z,2026-07-02T02:35:28.077Z,1.4368892289382136
2026-07-02 04:12:50,2026-07-02 04:20:50,Adresse IP,68.189.171.194,100,479,Vrai,2026-07-02 04:20:50,R_5ukCLBY3cQAU5cl,,,,,35.4351,-83.3602,anonymous,EN,"Daily activity ",Yes,When things felt out of sorts,Yes,"Sounds abrupt ",Began spontaneous and then dogs barking,No,4,3,3,3,3,4,1,1,1,5,2,579562183996,6,10,35,14,0.09,0,1,2026-07-02T10:12:46.670Z,0.1370630471486153,luci2026,1,5,2026-07-02T05:13:59.600Z,2026-07-02T06:50:41.599Z,2026-07-02T01:00:01.586Z,0.12081788311113091
2026-07-02 03:47:20,2026-07-02 04:30:18,Adresse IP,98.11.236.85,100,2578,Vrai,2026-07-02 04:30:18,R_1lfzHX1VO00vZfS,,,,,42.5959,-73.6849,anonymous,EN,"In mountains skiing ",No,,No,,,Skiing with just shoes.,5,5,5,5,3,3,0,0,0,0,0,379172703886,2,7,161,28,0.9,1,0.9,2026-07-02T09:47:17.740Z,0.044956973650241025,luci2026,1,5,2026-07-02T06:09:17.575Z,2026-07-02T06:35:15.569Z,2026-07-02T01:26:07.559Z,0.02839472931111056
2026-07-02 04:39:15,2026-07-02 04:50:22,Adresse IP,185.238.231.93,100,667,Vrai,2026-07-02 04:50:23,R_60MUx43sga2gDHH,,,,,39.7391,-104.9866,anonymous,EN,"I had a dream about needing to urinate. I kept urinating while sitting on a bed. My friend Britt was in the dream.I remember that my bladder kept hurting even though I had urinated. Usually these dreams are my mind's warning to  get up and go to the bathroom, but I must have been too tired and didn't wake up in time and wet the bed.",Yes,When I wet the bed.,No,,Urinating in the bed.,No,0,0,0,0,1,0,0,0,0,0,0,899352433976,6,4,0,0,0.09,0,,2026-07-02T10:39:08.831Z,,luci2026,0,0,,,2026-07-02T02:46:39.401Z,0.15434331548827013
2026-07-02 05:15:58,2026-07-02 05:16:55,Adresse IP,18.29.62.237,100,56,Vrai,2026-07-02 05:16:55,R_3GiVif2iY7715gl,,,,,42.3649,-71.0987,anonymous,EN,Nothing,No,,No,,,No,0,0,0,0,0,0,3,1,4,4,4,839812403536,7,5,1,3,,0,,2026-07-02T11:15:54.250Z,2.9093306490709776,luci2026,0,0,,,2026-07-02T03:22:02.790Z,1.768049981203807
